text	label
講話大聲就贏喔中共代言人	Non-offensive
那些在他身邊做事的人一定都很耐罵	Non-offensive
還好律師是男人，誰娶你慘啊	Non-offensive
拜登唔係話普京最驚佢咩佢對俄佬最硬架嗎人呢除左瞓覺仲識咩	Non-offensive
死了不該死的，該死的卻沒有死	Non-offensive
吉下去就對了啦	Non-offensive
好可怕的那麼不吃的	Non-offensive
能騙就騙就等補助金金	Non-offensive
離一離吧	Non-offensive
老公爽就好了要登記誰哪酸民是住海邊的膩	Non-offensive
一字不漏的看完	Non-offensive
嗚，輸了八千	Non-offensive
變了一個人	Non-offensive
喬治哥瑟瑟發抖中	Non-offensive
所以要怎麼賺錢	Non-offensive
一下柯粉，一下柯黑好複雜的人	Non-offensive
蔡耀諄老闆像你	Non-offensive
包阿寬寬敢快去投奔你阿爸去，臺灣不歡迎你們	Non-offensive
下次踢完波試下	Non-offensive
林爸爸好偉大，上天派來的天使	Non-offensive
缺太多了投胎轉生到了下輩子就拿出真本事	Non-offensive
這個地下室長也干政太多了不順眼	Non-offensive
好難頂啊	Non-offensive
出名成班無腦圖爐	Non-offensive
耍白痴去哪裡拍攝直播幹嘛	Non-offensive
你臺灣價值不足，要先加值一下	Non-offensive
他想打就讓他打嘍	Non-offensive
正但呢啲真係	Non-offensive
美國白左幫俄	Non-offensive
這麼嗜血的風氣還不是你養出來的笑死	Non-offensive
小說喔乾	Non-offensive
你看他那麼多眼睛好像都不會乾哦	Non-offensive
醜女他看上尼那點了其餘醜男不可能你只是長的還可以唄	Non-offensive
神奇的酸民誒這是，有趣有趣，真的是優質酸民，	Non-offensive
看來胡老闆不喜歡跟你在同一個地球上	Non-offensive
個紅色薄格好正	Non-offensive
簡直是皮卡忠大鬧日本人，不過起碼皮卡忠是演的	Non-offensive
朱家妤這都是你	Non-offensive
許宸睿本來擔心你會被告後來發現你連女友也沒有喝哩嘎載	Non-offensive
什麼時候要建國啦	Non-offensive
娘娘不醜唷很多人都是心醜	Non-offensive
你那是高挑哪來骨架大我都可以戴男生的錶了，可是我還沒你高咧	Non-offensive
靠我再大便看到用噴的唉喲哇操	Non-offensive
美人姊就是有智慧	Non-offensive
但是妳是娘娘，不是醜女	Non-offensive
猜一千五	Non-offensive
阿啾就是學長的藥	Non-offensive
吾大漢太師豈有時間與小廝共樂耶貂蟬呢	Non-offensive
一定好，有我忌忌同牠於彩虹橋結伴	Non-offensive
期待在中山大學見到你的那一天	Non-offensive
那隻獸族不是男的嗎	Non-offensive
黑夜降臨殺手現身記者在玩殺手，懂不	Non-offensive
來我這工作	Non-offensive
你喝沒有冰我送去你家	Non-offensive
幫你宣傳	Non-offensive
動いているが熱狂的ではない人もいます	Non-offensive
被瘋狗亂咬，儘速遠離	Non-offensive
這傢伙很有名欸他弟還跑去白宮躲起來睡不是嗎	Non-offensive
謝謝集的大量貓貓用力吸	Non-offensive
宜蘭那集他就抄不了了	Non-offensive
桃園等你	Non-offensive
好的我幫妳丟	Non-offensive
這是瘋狂粉絲吧嘿嘿嘿小光的車	Non-offensive
真的覺得伊朗軍人是在哈囉	Non-offensive
其餘兄弟姊妹去晒邊，可恥	Non-offensive
我第一名	Non-offensive
只會喊漲的就那票狂帶風向的炒房蟲而已	Non-offensive
支持你，加油	Non-offensive
老闆帥一波，挺	Non-offensive
你和那些反年改團體	Non-offensive
只有跟還好	Non-offensive
回不去了下面那個是手手和腳腳	Non-offensive
乾五源氏直接吃屎	Non-offensive
王駿憲陳品肇爬分之餘來看抓馬	Non-offensive
來看草泥馬	Non-offensive
正所謂德不孤，必有鄰江主席加油	Non-offensive
御楓哈哈哈	Non-offensive
哇做的是大事	Non-offensive
倆位一起加油	Non-offensive
發明這種鬼東西的傢伙該上國際法庭	Non-offensive
寡眾總是比較辛苦的	Non-offensive
加油加滿，永遠是最棒棒的戰神強，有你真好	Non-offensive
成衣商貓	Non-offensive
市長加油，流言蜚語終究是抵不過您的實績，一定會連任的	Non-offensive
唔洗睇微博啦驗嚟都多餘	Non-offensive
有啊咖邱志恆	Non-offensive
柒少陣啦你你講依啲野唔覺得尷尬嫁	Non-offensive
他好像是為了什麼整個著魔那樣	Non-offensive
李政宰居然被說醜男	Non-offensive
活菩薩，感恩有你	Non-offensive
希望影片能反正阿航航	Non-offensive
古明戊你看看	Non-offensive
喜歡妳露齒笑	Non-offensive
竹子看留言他們比你強	Non-offensive
一定又是韓粉	Non-offensive
阿伯辛苦了	Non-offensive
郭芷攸笑死你兩個都中名字跟星座	Non-offensive
美人真棒	Non-offensive
董事長才是他們的菩薩	Non-offensive
素每出場率好高	Non-offensive
他真的過格無論放在哪裡都能讓大家看到真的一面桃園人有褔	Non-offensive
你真的確定你是男的	Non-offensive
敗在世奸硬是把韓國魚從北農給拔掉不然現在韓國魚還在北農賣菜丫	Non-offensive
委員敖早，辛苦了，讚	Non-offensive
做賊的喊捉賊	Non-offensive
劉家豪心動了、豪哥大港完在衝阿	Non-offensive
謝謝你，已淚	Non-offensive
這樣氣有可愛有加分，你母湯	Non-offensive
為妳拉票最實在	Non-offensive
醜男是閻羅王欸，你好大的膽子啊	Non-offensive
這場風暴由南北兩大都市颳起也將由這兩邊結束明年高雄人會先來	Non-offensive
拉風的阿航	Non-offensive
看到一堆被諘到的趕快找一堆理由罵人	Non-offensive
加油誰能幫忙開個團購	Non-offensive
你沒有朋友	Non-offensive
幹倒國民黨，算我一份	Non-offensive
浩呆阿六	Non-offensive
還阿弟仔好用，可以打雜討債扛事背鍋，好打發	Non-offensive
範祐勳是你嗎去查一下	Non-offensive
支那就是支那，死性不改	Non-offensive
一直線陳善仁有夠雞掰	Non-offensive
好可愛的醜女喔好喜歡	Non-offensive
不只一個十五歲黑警特別喜歡十五歲	Non-offensive
小商人真好說得真棒	Non-offensive
長這麼大了	Non-offensive
林健雄何益洋	Non-offensive
摸豆嗨呀酷	Non-offensive
阿公太屌了	Non-offensive
想到你的狀態	Non-offensive
你讀過書	Non-offensive
無私奉獻的愛林爸爸你太偉大了	Non-offensive
主流傳媒，不了	Non-offensive
自力更生希望大家都能伸出援手	Non-offensive
有些真的好過份耶仨小辛苦了	Non-offensive
胡羽兒下次去你家借一下牛奶	Non-offensive
很棒的妹妹，加油	Non-offensive
魏韜萱好多古人都出現了	Non-offensive
苡臻好屌	Non-offensive
你們在臺東	Non-offensive
家薇陳冠榮這裡更多圖王心凌去	Non-offensive
喂，企開啲啦屌你老母	Non-offensive
隱私保護注意啊童哥	Non-offensive
你沒看過	Non-offensive
艾瑪這張一様美	Non-offensive
涉賭相關人員	Non-offensive
妳除臺灣藉就能回中國啦	Non-offensive
你是啊女生	Non-offensive
你是誰是問號題，比自己想一想的空間，這個意思	Non-offensive
男的不是好東西	Non-offensive
難怪你考理組	Non-offensive
不喜歡就別看，還要你提供新聞勒這種人叫他去關注豬跟蝴蝶就好	Non-offensive
就不要到時候那個老男人性轉	Non-offensive
電腦的所有零件都給他燒熔	Non-offensive
假的，沒有黨證業障重呀	Non-offensive
瘦子好帥	Non-offensive
坐等看笑話	Non-offensive
這個林正英有要回歸嗎	Non-offensive
你又離職了喔	Non-offensive
谷阿莫的狗的狗	Non-offensive
問題是警察是中共養的狗	Non-offensive
比較想反過來獵人被龍操而且你看這個體格差	Non-offensive
欸不是我想聽你原來要講的	Non-offensive
出發去打俄佬未	Non-offensive
謝謝您，也心疼勇敢的她	Non-offensive
跟我一樣大禿頭	Non-offensive
跟妳一樣笨	Non-offensive
我仔是自閉兒，也是要照顧一世的那種，作為父母大家一起努力	Non-offensive
我覺得你跑酷好帥	Non-offensive
想邀請姐來直播	Non-offensive
罵到自己的	Non-offensive
不錯帥啊比鴻麟少一點	Non-offensive
快啲過去烏克蘭坐低俾坦克車射啦你	Non-offensive
結果下面迴文的全都單身狗	Non-offensive
扣哥加油支持你	Non-offensive
演技超爛的女演員，真正的爛劇之後	Non-offensive
老闆，幹的好	Non-offensive
唉這社會到底怎麼了病的好深好嚴重	Non-offensive
留名等犯罪鳥歌開臺講嚇	Non-offensive
幹你小高沒有結局還是不是結束	Non-offensive
這些在下面附和ㄉ男生應該%在現實世界都追著正妹屁股送早餐八	Non-offensive
親，找心理輔導員	Non-offensive
妮為蛇摸要發弎次	Non-offensive
大智若愚加油	Non-offensive
你怎不駡菜包呀	Non-offensive
何老師還錢	Non-offensive
我知道你為啥染綠頭了	Non-offensive
鍾季玲血肉禮拜五啦	Non-offensive
第一千名	Non-offensive
彭彥琪退一步幹你老母	Non-offensive
奶奶加油☺一定會順利的會守護著妳	Non-offensive
要為將來有一定的準備才可以放心	Non-offensive
吳英璉烏龍密佈	Non-offensive
下一屆出來選臺北市長吧我這一票是你的	Non-offensive
那應該要離婚才對	Non-offensive
所謂的謝太太	Non-offensive
有才啾帥	Non-offensive
總裁加油永遠支持總裁	Non-offensive
你天天爆發你媽就不會亂小了	Non-offensive
是咁他屁事管人家那麼多	Non-offensive
女中豪傑	Non-offensive
自私自利派兜陣	Non-offensive
好心咪咁係到打飛機啦知唔知自己講咩架	Non-offensive
快樂嗎，高雄	Non-offensive
所以你五萬給了嗎	Non-offensive
根本你牙控	Non-offensive
把這個韓粉做成控肉吧	Non-offensive
你的腰呢哈哈哈	Non-offensive
叫他撒一泡尿看看自己長相	Non-offensive
拿燒山我警告你啊，唔好亂講嘢啊	Non-offensive
陳俊男北極熊都要死了，你們還在開冷氣	Non-offensive
阿姊好棒棒	Non-offensive
誰誰誰誰誰	Non-offensive
笑死凶宅	Non-offensive
在野都這副德行誰敢讓他們執政	Non-offensive
謝謝你的大愛	Non-offensive
所以有準備資遣了嗎	Non-offensive
辛苦你了，他等著自食惡果吧	Non-offensive
羨慕這個老婆	Non-offensive
小櫻開百豪應該可以了	Non-offensive
狗官，應該從公尺重摔方男的	Non-offensive
小商人快修理那些政協阿，尤其是徐	Non-offensive
這樣的發言就更弱智更低智商想拉日本的支持哈哈	Non-offensive
巧布星陳怡蓉許紋誠我明年又不想去了ㄏㄏ	Non-offensive
在來個瑜民總統，臺灣掰	Non-offensive
你老豆無幫你改錯名你真係需要啟智	Non-offensive
把他改名杏奈	Non-offensive
周杰魏言博賴宥倫林彥宏謝和成潘彥廷之後來試	Non-offensive
點你學呂麗絲齁	Non-offensive
嶽虹你之後會想要演什麼戲	Non-offensive
喜羊羊看清楚上面寫準備中啊幹	Non-offensive
所以我說小亮的五萬呢	Non-offensive
羊推才不會這麼沒素質	Non-offensive
還好爽快了	Non-offensive
陳肯聽聽看改編版阿公	Non-offensive
十五歲可以聽過來人祝安好	Non-offensive
你骰子當骰子牛在吃	Non-offensive
機掰貴人在哪裡	Non-offensive
加油我們支持你的	Non-offensive
恭喜韓粉言論要不得	Non-offensive
中狗人在全世界的任務	Non-offensive
昨天在你的貼文下面看到的時中留言	Non-offensive
火之神神樂	Non-offensive
準備飛美嗨一波	Non-offensive
原來柯粉就是韓粉喔	Non-offensive
女兒都好美	Non-offensive
真紅這樣的電腦白痴大丈夫かな	Non-offensive
幹幹貓不要再帶風向了看我用新臺幣懲罰ㄋ	Non-offensive
胡妤萱有沒有看到	Non-offensive
尹貴林出來玩阿	Non-offensive
鍾謹謙你的臭尼很稀有	Non-offensive
林晨晨董小月	Non-offensive
理他不用被他受情緒影響	Non-offensive
結果整部劇孔劉只出現兩次	Non-offensive
林芷瑤原來如此	Non-offensive
口口聲聲話為左鼬神，佢簡直侮辱鼬神，佢同鼬神相比差好遠	Non-offensive
她羨慕你啦	Non-offensive
我就是哪個比車跑得還快的啊嫲	Non-offensive
所以你昨天有看口罩手機嗎	Non-offensive
逼公主叫我來的	Non-offensive
就不要用	Non-offensive
好感動好有愛值得被尊重的長者	Non-offensive
楊紫絜徐蘋看看這個	Non-offensive
所以妳是看上他家的錢	Non-offensive
師太扮像極佳啊應該可以出演電視劇	Non-offensive
真的政客嘴臉	Non-offensive
哭慘了怎麼有這麼好的人	Non-offensive
林爸爸謝謝你的愛、	Non-offensive
走去隔壁交大阿	Non-offensive
揍成一罐	Non-offensive
這個越南政府可以啊很會	Non-offensive
所以說你店開在哪	Non-offensive
甘北京屁事有本事你自己辦選舉啊	Non-offensive
是不是都淘寶的	Non-offensive
買賣房屋土地請找不抽嘛的小亨	Non-offensive
如果烏克蘭人好似你咁就喇槍都未必拎得起啦你	Non-offensive
啊呀精獸人	Non-offensive
我等小商人他很久了	Non-offensive
林嶽霆那也挺值得一堆男的為我爭風吃醋林嶽霆	Non-offensive
好殘忍，這些人有沒有受懲罰了	Non-offensive
原來你是海南仔難怪啦	Non-offensive
江主席真的是路遙知馬力的政治人物，未來你們都是藍營的希望	Non-offensive
你就知道日本人服務業壓力多大了	Non-offensive
你被開除了	Non-offensive
沒錢換什麼皮帶	Non-offensive
他只是替血汗董事長鋪路啊	Non-offensive
玉後好厲害小吃攤還兼美容院	Non-offensive
加油吉下去敢恐嚇就要為自己言行負責任	Non-offensive
賴昱丞你都偷報名欸	Non-offensive
是坐市長旁邊的徐立信嗎	Non-offensive
佐助一副我都不跟老婆吵架的眼神你看一拳就倒下了	Non-offensive
蛤怎麼會有人聽不懂累犯是什麼意思	Non-offensive
必須要睇	Non-offensive
要去探監了嗎	Non-offensive
胡永承來對發票吧你這麥卡利	Non-offensive
他不是什麼大哥嗎	Non-offensive
一群讀文言文的，還不是流亡逃難過來	Non-offensive
惡兆的延遲棍法真的打到我懷疑人生想到無名王者	Non-offensive
來投稿之一	Non-offensive
撿到氫彈	Non-offensive
這部主要是看其他帥哥	Non-offensive
這什麼梗看沒	Non-offensive
連工代料行情價阿看車種有的要到	Non-offensive
聽某嘴查埔郎尚夥命	Non-offensive
以後的你	Non-offensive
就是挺阿扣	Non-offensive
操你媽中國武漢肺炎	Non-offensive
ㄏ大便仔	Non-offensive
不生的都是聰明人，人類是地球的病毒沒錯	Non-offensive
重點是給我跑起來	Non-offensive
佢肯定不是弱智，佢講野其實好叻	Non-offensive
因為自視清高啊	Non-offensive
我跟你差不多高，但是公斤	Non-offensive
因為博愛座吧ㄐ然	Non-offensive
邱於玹拜託看到阿公那邊邱於晏我笑爆	Non-offensive
阿扁真是惡貫滿盈，功在臺灣啊	Non-offensive
文軒看看	Non-offensive
他寫什麼給大月薰：	Non-offensive
檳榔渣渣的言論，不意外，普通正常能量的釋放而已	Non-offensive
做人要文雅點爾等之才思受阻乎	Non-offensive
嶽飛太猛又握有軍權，所以高中要剷除他	Non-offensive
江承軒來了來了你的古人	Non-offensive
些啦幹重點誤	Non-offensive
來來來來貳人＜	Non-offensive
婆婆入到去又咩都唔知咁好心疼	Non-offensive
阿童是富二代官二代嗎	Non-offensive
娟娟去吃去吃	Non-offensive
攤手這就是情感的	Non-offensive
你是奇丁嗎	Non-offensive
哈哈哈哈你好適合喔	Non-offensive
搶到豪啊	Non-offensive
説再多我也是隻記得他貪汙而已	Non-offensive
陳瑋瑋來看	Non-offensive
今天主題曲咧跺腳	Non-offensive
這個豬腳看起來好腿褲	Non-offensive
同學，辛苦啦加油耶	Non-offensive
特助怎沒遮臉了	Non-offensive
妳已經很完美了，加油	Non-offensive
佢好似拎住英國護照	Non-offensive
蝙蝠俠出動了阿是扁婆俠	Non-offensive
一起找阿公	Non-offensive
你以前每次玩	Non-offensive
撐拜登果應該忙緊移民或者已經移左民	Non-offensive
不要理會那種人	Non-offensive
大直腸外科職業病	Non-offensive
那就先拜會該拜會的人吧	Non-offensive
楊欣隆你的局	Non-offensive
殺左個人都仲禁老當益壯，仲有私人房住，呢個世界真係會有報應咩	Non-offensive
藍島好棒棒棒咦	Non-offensive
納豆終於啊	Non-offensive
祝福您謝謝您為貓咪付出	Non-offensive
好扯大濕辛苦ㄌ	Non-offensive
真的，臺灣人都罵他中國人啊除非他認為中國人是歧視	Non-offensive
思想真屌	Non-offensive
孔劉就按讚	Non-offensive
只有婊姐可以超越婊姐	Non-offensive
道路救援要很貴啊	Non-offensive
幹你小高	Non-offensive
新年快樂漂亮的宛宛兒	Non-offensive
那媒體自己本身是不是也要提升一下素養，問那什麼問題	Non-offensive
妙蛙淑芬表示：種子種子	Non-offensive
這新聞弄的太白痴了吧陳陳念祥	Non-offensive
韓少弈好好笑	Non-offensive
你有看嗎	Non-offensive
以後我也要去學開槍	Non-offensive
辛苦你了	Non-offensive
汪毛痴撚線	Non-offensive
很拉風好嗎	Non-offensive
是多會幹啦告下去就幹不出來了	Non-offensive
阿對對對沒有我	Non-offensive
張菀芳她又屌人了好凶	Non-offensive
提告唄，誰怕誰，就該教訓教訓這些家長	Non-offensive
男方是不是很有錢	Non-offensive
孫正澔熱熱ㄉ	Non-offensive
蔡沛幫忙一下你常在桃園	Non-offensive
奴性重啊	Non-offensive
妳好棒喔	Non-offensive
黎冠妤要要按讚ㄟ	Non-offensive
天降祥瑞呀，應該登基稱帝，號令天下啦	Non-offensive
二位都是國民黨優秀從政黨員菁英臺灣的資產	Non-offensive
真的有夠廢已棄坑	Non-offensive
陳阿蓉友誼是拿剪刀站在妳後面	Non-offensive
國民兩黨一家親綠皮藍骨的喬柯王才是最大的蛀蟲	Non-offensive
果然是無賴的表現	Non-offensive
劉易承看啦	Non-offensive
李鬼公飛龍簡筱單	Non-offensive
綠茶救了你讓你逃過嫁給渣男的命運換個角度這樣想你會比較不難受	Non-offensive
我以為是全聯先生	Non-offensive
欸米阿姨我也要學	Non-offensive
佩服你的大愛加油	Non-offensive
早退讚＋	Non-offensive
陳彥宇快來看	Non-offensive
白痴都仲明自己係白痴算係咁上下	Non-offensive
這什麼鬼報	Non-offensive
說不定有隱藏劇情她直接去會被幹上天	Non-offensive
他在講什麼東東愛狗萬歲	Non-offensive
戴彤竹不要哭	Non-offensive
跟湯圓屎一樣	Non-offensive
江函函這才好笑	Non-offensive
陳宜婷你ㄉ愛	Non-offensive
自己不長進，還在怪別人壞壞媽的有病	Non-offensive
這種的真的社會要多幫幫忙很上進	Non-offensive
張孟修傑出的一手	Non-offensive
肯瑞瑞錢思縈開幕我們一起去	Non-offensive
鄭丞祥還不衝一波	Non-offensive
你的名字是巔峰時期，堅持住	Non-offensive
這黨真棒連貓狗畜生都想加入，全世界只有臺灣才有的動物黨員耶	Non-offensive
林仲威對啊拉基結局火編	Non-offensive
我相信誰事實那麼	Non-offensive
你也是無作為啊只會蓋運動中心	Non-offensive
是不是要開我副本	Non-offensive
三玖崩掉的話工作室會爆炸喔喂下集瀨葉崩掉的話我就游水去日本誤	Non-offensive
當然先移車啊破腦你以為每個人腦子都留在你媽子宮阿	Non-offensive
國軍這麼缺人不如組特殊兵團終生養他們	Non-offensive
笑死可憐	Non-offensive
番仔火當選	Non-offensive
我昨天看到你和家佳對話	Non-offensive
可以給我視頻邁	Non-offensive
中天正常能量釋放	Non-offensive
六以上都挺像我的	Non-offensive
宋惠誠餘鬆聯	Non-offensive
呱吉辛苦了	Non-offensive
老清新你好	Non-offensive
你真的很棒太欣賞你了	Non-offensive
傻傻的養豬才是真大戶	Non-offensive
陳妤禎一堆古人	Non-offensive
你就當遇到鬼加油你是最棒的	Non-offensive
去比較有機會	Non-offensive
許浚祥許嘉晉	Non-offensive
他就是壞	Non-offensive
真的是小鮮肉耶也太年輕	Non-offensive
阮祥育來	Non-offensive
換我就教他們玩壞父母的東西砸好砸滿	Non-offensive
世事都俾你看透	Non-offensive
死者為大自助餐	Non-offensive
辛苦了，評姐	Non-offensive
張家耀想到你	Non-offensive
還舔肛俠公道啊	Non-offensive
奶奶手術一切順利會保護好奶奶	Non-offensive
聽你幹譙好聽	Non-offensive
葉書凡改天跟你借	Non-offensive
又在唬爛了要買要快	Non-offensive
以後我去找你	Non-offensive
滿腦子都澀澀的	Non-offensive
劉玫灃太難了吧	Non-offensive
上也是一堆靠嘴砲自嗨的很低	Non-offensive
拿出五茂退散符嚇死他	Non-offensive
除了被黑貪汙其他真的屌碾	Non-offensive
了不起真才實料	Non-offensive
臺灣良知好可惜啊	Non-offensive
男的最瞭解男的要什麼呀	Non-offensive
最棒的年輕一代人才	Non-offensive
慢著大濕不是性向男嗎	Non-offensive
我是蘇軾我要把每個跟我打的都送下去	Non-offensive
很多都是假醫護人假扮的騙不了警方	Non-offensive
大刀王五，黑狗退桃公里的部落格部落格	Non-offensive
所以動畫名到底是什麼	Non-offensive
學長又調皮了	Non-offensive
覺得你越來越有質感了啊	Non-offensive
加油麻吉哥哥別輸給人性	Non-offensive
溫文傑救命啊我笑到肚子痛	Non-offensive
別跟他們一般見識了	Non-offensive
你贏不只三條街啦	Non-offensive
有些公的真不是人	Non-offensive
欲仙欲死春藥撞陽	Non-offensive
是男是女	Non-offensive
蔡翔宇李文森文森借摔	Non-offensive
娘娘手好忙	Non-offensive
幹的好這種人就是要這樣給他一個教訓	Non-offensive
失望退追嗚嗚嗚老統寶	Non-offensive
林伯霖沒事去看看	Non-offensive
錯是北七中的渣滓	Non-offensive
楊詠丞少喝一點去做點善事吧	Non-offensive
彭敬儀ㄒ一ㄤ	Non-offensive
細思恐極啊	Non-offensive
詩佳放爆	Non-offensive
扯爆了妖孽真是害人不淺耶，沒想到這麼多人都是受害者	Non-offensive
並不是討厭就能如此口出穢言，那位先生太過份了	Non-offensive
心動，可惜沒錢	Non-offensive
他應該罵到很多他的粉絲	Non-offensive
所有人禍只關一男子小學生事，毒蛾只是火上加油	Non-offensive
蕭思涵妳ㄉ最愛	Non-offensive
林判判千里送奶	Non-offensive
死仆街你哋夠危險啦	Non-offensive
舔共扯後腿臺奸比中共更可惡	Non-offensive
你是說那個女的ㄛ	Non-offensive
臺灣都愛港仔了	Non-offensive
好耶，是火鍋	Non-offensive
加油感謝貓貓讚嘆貓貓	Non-offensive
你俾飛彈炸嚇先話自己係烏克蘭人啦唔該	Non-offensive
我要抽機票錢你出	Non-offensive
中天的，不意外	Non-offensive
卓齡祈卓小姐請看	Non-offensive
未落格呀	Non-offensive
何柏勳張育誠ㄏㄏㄏ	Non-offensive
搵到一張你同嘅合照	Non-offensive
他把爸爸拖鞋咬走出門沒得穿	Non-offensive
金安安我目標轉記者	Non-offensive
李李斌你	Non-offensive
叫那個檢舉的出來大家一起嗆死他	Non-offensive
爽奧客欠飆	Non-offensive
烏克蘭人個個變晒民兵揸槍啦，你幾時去打俄佬呀	Non-offensive
那要卡欸	Non-offensive
才我上次斷在半路自己牽去換還千	Non-offensive
還以為你是用掉了才的	Non-offensive
能駕馭女神的可想而知	Non-offensive
能屈能伸大丈夫	Non-offensive
抓去關不要易科罰金	Non-offensive
力王好棒	Non-offensive
大媽邏輯攤手	Non-offensive
各種機拜人	Non-offensive
還好我本來就廢	Non-offensive
你才邪惡組織，你全家都邪惡組織，還我兔兔	Non-offensive
強哥他是過格可足桃園綠油油很難了	Non-offensive
雖然只有一票我百分之支持你們	Non-offensive
他大概在害柯	Non-offensive
蔡銘原散落吧千本	Non-offensive
連下巴都帥ㄉ男人	Non-offensive
看看我你是不是舒服多了	Non-offensive
她才不是裝的我根本沒有	Non-offensive
人哋嘅國家水深火熱緊，你就咪撚喺度講笑啦	Non-offensive
敵人都默默的進行，這些臺派到處製造敵人	Non-offensive
林定緯聽阿公	Non-offensive
嗡嘛呢貝美吽	Non-offensive
只因為跟淫夢扯上關係被挖出整個人生的女人悲	Non-offensive
女神的腦公要叫女神公嗎	Non-offensive
因為牠在家都在牠娘、所以牠出來外面就會恁娘	Non-offensive
小港人，我推	Non-offensive
挺他的好友，一定也跟他一樣	Non-offensive
玄陵∠∠＿	Non-offensive
只有沒機會偷吃的男人	Non-offensive
李修霖你有勁戰▽｀	Non-offensive
又係怨婦吾	Non-offensive
蜘蛛俠你	Non-offensive
我以為是男的	Non-offensive
參軍先啦，你係閪烏克蘭人呀	Non-offensive
陳聖文雖然你不是設計系但看到這就想到你	Non-offensive
你絕對會被制裁的	Non-offensive
前奏的時候我在想你怎麼敢在瘦子面前唱歌歌詞出來我直接跪著笑爛	Non-offensive
他不是白的，是偏紅	Non-offensive
湯川啥那	Non-offensive
人一粉腦就殘你頭腦清楚的很，別在意流言蜚語	Non-offensive
這篇沒過激啊到底哪囂張	Non-offensive
好說的好	Non-offensive
中天正常發揮中	Non-offensive
兩兄弟都係超級好野	Non-offensive
林婷看留言各種古人湧現	Non-offensive
永幸禾二姐幫個忙	Non-offensive
他不累嗎真的好煩	Non-offensive
爆爆可愛	Non-offensive
什麼時候還小亮五萬	Non-offensive
丁維達下次經過要幫幫阿伯	Non-offensive
把直接送塚膩，送蛔龜詛摑膩，順便施打詛摑製造的鱔疫膩	Non-offensive
不管他說什麼我永遠支持你的奶子	Non-offensive
那七個去中國高潮的首長乾脆別回來算了	Non-offensive
蕭永棠到底手多殘	Non-offensive
痴線點可以有可以放棄妹妹既家人架	Non-offensive
讓他眼睛被挖啦	Non-offensive
老豆仲可以比錢個男人當場係我就打鑊金佢	Non-offensive
柳佳諭找同學一起去	Non-offensive
呂傑誼桃園人該出動了	Non-offensive
謊報罪先來	Non-offensive
韓粉都辣雞告死他們	Non-offensive
闕子揚鄭茗心	Non-offensive
林妤宣她看起來很怕	Non-offensive
家璇哈哈哈	Non-offensive
借個分享謝謝你	Non-offensive
新一代是國際級展場來逛的都是高職生跟大的自己人而已好嗎	Non-offensive
許晏綾冰	Non-offensive
看來他嚐到了被鞭屍的滋味了呢	Non-offensive
這個人已經沒三小路用啦弄一些議題來刷存在感，可憐	Non-offensive
看來老公一定很有錢	Non-offensive
行行出狀元	Non-offensive
楊楊桃笑翻楊楊桃	Non-offensive
樑益綾這個呢	Non-offensive
決定告到他死為止	Non-offensive
實況不死鳥	Non-offensive
不夠渣可以應徵ㄇ	Non-offensive
江聿昕你下不下手	Non-offensive
會叫的野獸，格局才如此	Non-offensive
沒有你的賴殘念	Non-offensive
醜男是小樑	Non-offensive
太神啦唯一信癢	Non-offensive
恭迎沒事	Non-offensive
有手有腳認真賺正當錢，讚	Non-offensive
吳中中你有這款耐心嗎	Non-offensive
你的角色像我老婆	Non-offensive
你冰火迷厚	Non-offensive
賴妤安阿公	Non-offensive
國文兄生日快樂喔㊗您平安健康	Non-offensive
佐助輪迴眼那招是神威嗎	Non-offensive
都拿公帑跟共匪去吃飯了他媽扯還什麼個資法	Non-offensive
歌歌要休息多些	Non-offensive
不管啦，黃國昌就是壞	Non-offensive
那個路牌好嘢	Non-offensive
姚閔曾柏盛老師變聰明瞭	Non-offensive
只是比那個女議員骯髒一點	Non-offensive
麻可侯昱安	Non-offensive
也有中資了嗎	Non-offensive
就是有這種虎爛的人讓他踢鐵板一次	Non-offensive
會被綠茶帶走的都不是好男人就讓她帶走吧	Non-offensive
這一幕百看不厭希望她們每一集都那麼甜蜜的	Non-offensive
王先生的口罩好潮	Non-offensive
捧紅大師年就認識當出怎麼代表學校出去的	Non-offensive
勇敢的女姓給妳加油肯定妳心在臺灣更愛臺灣的情操	Non-offensive
二位強將帥哥加油有你們真好	Non-offensive
沒我們學校那個叫窮人的完全沒教過	Non-offensive
娘娘你的手很忙	Non-offensive
明明像這個	Non-offensive
祝福兩姊妹要一直健康幸福落去	Non-offensive
需要啟智既人	Non-offensive
你食屎啦香港有事你走去臺灣然後我們都是烏克蘭人	Non-offensive
辛苦了吳王	Non-offensive
這個茶裡壞掉了元收	Non-offensive
社工講話好毒	Non-offensive
把當年的你還來	Non-offensive
安迪走嗎	Non-offensive
艾斯跟你家那邊地主有得比	Non-offensive
下去啦日經文ㄛ不就很有優越感還朕咧中二期還沒過	Non-offensive
他刪文了沒，想朝聖一下	Non-offensive
巖你同你一個的同學們	Non-offensive
說不吿就不吿終於說到做到	Non-offensive
到底說鍾明軒在誰留言沒頭沒尾的真是沒質感	Non-offensive
推你貼張善為的圖幹嘛	Non-offensive
盧俊太這個牛逼	Non-offensive
米會唔會入唔到好多車場	Non-offensive
